Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Types of credit agreement;Retention;MC;Imali oyikweletayo kuyi {revolving credit} ibizwa ngani?;iBhalansi eshodayo ({outstanding balance});iBhalansi enhle;iBhalansi ekhokhiwe;Imali encane ongayikhokha;Imali oyikweletayo kumkweletisi ibizwa nge bhalansi ({balance}). Uma ukweleta R100 kuyi {credit card} bese ukhokha u R50, ibhalasi eshodayo ({outstanding balance}) ngu R50 kanye nenzala oshajwa yona;10
Types of credit agreement;Retention;MC;Saziwa ngani isibalo semali ongekhone ukweqa kuso ngokuboleka esikweletini?;i{Credit limit};Usilingi wesikweletu;Izibalo sesikweletu esiphezulu;Izibalo sesikweletu esiphansi;Isikweletu esi {revolving} sinemali ongekwazi ukuyeqa ngokuboleka ({maximum limit}) - uma into ibiza R12000 kodwa i{limit} yakho kungu R10000, angeke ukwazi ukuyikhokhela yonke ngaleso sikweletu;12
Types of credit agreement;Retention;MC;Hlobo luni lwesikweletu i{credit card} nama {account} ezitolo?;{Revolving credit};Isikweletu esijikayo;Isikweletu esihamba sibuye;Isikweletu esingapheliyo;i{Revolving credit} iyisikweletu la ongathatha uthathile esikweletini kuze kufike enanini elithile ({maximum limit}). Ama {credit card} nama {account} ezitolo angama {revolving credit};13
Types of credit agreement;Retention;MC;Ithatha isikhathi esingakanani i{revolving credit}?;Isikhathi osayivule ngaso;{6 months};{2 years};{72 months};Asikho isiphetho se {revolving credit} esibekiwe. Uma usakhokha imali ebekiwe ekuyi {minimum} noma ngaphezu, isikweletu sisavuliwe. Kumele usikhokhele sonke kuze uzosivala;13
Types of credit agreement;Application;Y/N;Kuyeneza yini ungakhokhi nzalo nge {revolving credit}?;Yebo;Cha;;;Nge {revolving credit} inzalo ibalwa emalini eshodayo ekuyi {balance} njalo ngenyanga. Uma ungakweleti mali ngosuku lokushaja inzalo, awukhokhi nzalo;16
Types of credit agreement;Application;T/F;i{Revolving credit} ijwayele ukusetshenziselwa ukuthenga izinto kanjengezimpahla nezinto zasendlini;Iqiniso;Amanga;;;Ngokwenjwayelo, i{revolving credit} eyokuthenga ezitolo kanje. Akuyona eyokukhookhela izinto ezinkulu kanje ngemoto noma indlu ngoba 1) iyabiza inzalo kanti futhi 2) i{limit} yesikweletu incance;17
Types of credit agreement;Application;T/F;i{Revolving credit} ijwayele ukusetshenziselwa izinto ezinkulu kanjenge moto nendlu;Amanga;Iqiniso;;;Ngokwenjwayelo, i{revolving credit} eyokuthenga ezitolo kanje. Akuyona eyokukhookhela izinto ezinkulu kanje ngemoto noma indlu ngoba 1) iyabiza inzalo kanti futhi 2) i{limit} yesikweletu incance;20
Types of credit agreement;Seed;MC;Hlobo luni lwesivumelwano sesikweletu i{account} yesitolo sezimpahla?;{Revolving credit};Intengo ye {instalment};Isikweletu esibanjelwa utho;Isikweletu sendlu;Isikweletu esibizwa nge {revolving credit} isikweletu ositholayo kuyi {account} yezimpahla zokugqoka. Uyasisebenzisa, usikhokhele, usisebenzise futhi ngokubona. Kumele usikhokhele sonke kuze uzosivala;3
Types of credit agreement;Retention;MC;Izitolo zijwayele ukunika isikweletu se {revolving credit} esihlobo luni?;i{Account} esitolo;i{Accountant};i{Lay-by};Isikweletu esizimele;Uma usebenzisa ikhadi elihlangene nesitolo ukuthenga izimpahla noma izinto zasendlini ngokwesibonelo, usebenzisa uhlobo lwe sikweletu ekuyi {revolving credit};8
Types of credit agreement;Retention;MC;Kuze uzokwazi ukugcina i{account} yesitolo imi kahle ngokwezimali, udinga ukwenza ini?;Ukhokhe i{minimum} yemali edingakalayo;Uthenge kakhulu;Ukhokhe kayi 1 ngezinyanga ezingu 6;Ukhokhe kayi 1 ngonyaka;Awudingi ukukhokha yonke imali oyikweletayo esitolo ukuze ube negama elihle. Kumele ukhokhe imali elingana noma engaphezu kwe {minimum} yenyanga, okungenzeka nge {debit order};9
Types of credit agreement;Retention;MC;Kuze uzothola i{account} yasesitolo, kumele wenze ini kuqala?;Uaplaye;Ukhokhe imali yetiye;Ukhiphe i{loan};Uthemele umlayezo womoya;Izitolo kumele zibheke ukukhona kwakho ukukhokha izikweletu kuze zizokunika i{account}. Ngokujwayelekile, uzofunwa i{ID}, izitatmende zase {bank}, kanye ne {payslip};10
Types of credit agreement;Retention;MC;Ngaphezu kwenzalo, iyiphi imali oshajwa yona esitolo one {account} kuso?;Izimali zesevisi;Intela;Intela yesono;Imali yelayisense;Uma uthenga ngesikweletu, kuzomele ubuyisele yonke imali oyikweletile. Yonke inyanga edlula ungayikhokhile ungashajwa inzalo kanye nezimali zesevisi kwesinye isikhathi;12
Types of credit agreement;Application;MC-AOTA;Ngaphezu kwemali oyisebenzisayo, yini enye abakushajela yona esitolo sezimpahla?;Zonke ezibaliwe;Imali yesevisi;Inzalo;Imali yokukhokha {late};Yenza isiqiniseko ukuthi uyasizwa kahle isivumelwano nokuthi uyavumelana naso ungakavuli i{account}. Ngale kwenzalo, kungaba khona ezinye izimali zama sevisi nezijeziso uma ungakhokhanga ngesikhathi;16
Types of credit agreement;Application;T/F;Uma usebenzisa i{account} yasesitolo okokuqala, ungena esivumelwaneni sesikweletu;Iqiniso;Amanga;;;Ungashajwa inzalo emalini oyikweletayo kuyi {account} uma kukhona imali oyikweletayo. Awushajwa lutho uma uhlale ukhokha imali oyisebenzisile masishane kungakafiki isikhathi senzalo;17
Types of credit agreement;Application;T/F;Awushajwa inzalo uma uthenga izimplahla nge {account} yasesitolo;Amanga;Iqiniso;;;Nge{account} yasesitolo, inzalo yesikweletu ishajwa emalini oyikweletayo ekuyi bhalansi ({balance}) njalo ngenyanga ngokujwayelekile. Uma ukweleta kakhulu uzokhokha inzalo eningi;18
Types of credit agreement;Application;Y/N;Uyashajwa yini inzalo uma uthenga izinto nge{account} yasesitolo?;Yebo;Cha;;;Nge{account} yasesitolo, inzalo yesikweletu ishajwa emalini oyikweletayo ekuyi bhalansi ({balance}) njalo ngenyanga ngokujwayelekile. Uma ukweleta kakhulu uzokhokha inzalo eningi;18
Types of credit agreement;Seed;MC;Ama{credit card} ayisivumelwano sesikweletu esinjani?;{Revolving credit};Isithengiso se {instalment};Ukukweletisa ubanjelwe utho;Isikweletu sendlu ({mortgage});Isikweletu osithola nge {credit card} si {revolving} okusho ukuthi uyasisebenzisa ube usikhokhela ube usisebenzisa. Lokhu kuyaqhubeka uze ukhokhe yonke imali uvale i{account};7
Types of credit agreement;Retention;MC;Ama {bank} anike ama {customer} awo uhlobo le {revolving credit} olwaziwa ngokuthini?;{Credit card};{Debit card};{Savings account};{Personal loan};Uma usebenzisa i{credit card} (ehlangene ne {account} yesikweletu) ukukhokhela izinto emoyeni, usebenzisa uhlobo le {revolving credit};10
Types of credit agreement;Retention;MC;Kuze uzoba negama elihle, kumele wenze ini?;Ukhokha imali ye {minimum payment};Uthenge kakhulu;Ukhokhe kayi 1 ngezinyanga eziwu 6;Ukhokhe kayi 1 ngonyaka;Awudingi ukukhokha yonke imali oyikweletayo kuyi {credit card} kuze uzoma kahle nayo. Kodwa umele ukukhokha imali elingana noma engaphezu kwe {limit} abathi ikhokhe;11
Types of credit agreement;Retention;MC;Ungenza ini kuze ungeke ukhokhe inzalo kuyi {credit card}?;Ulikhokhele kangaka shayi usuku lwenzalo;Ungayisebenzisi isikashane;Ulibulale ikhadi;Uthenge izinto ezingabizi kakhulu;Kuma {credit card} inzalo ishajwa emalini eshodayo ({balance}) kanye ngenyanga. Uma ukhokha yonke imali yesikweletu lungakafiki lolo suku, awukhokhi nzalo;13
Types of credit agreement;Application;T/F;Uma unemali {{encane}} eshodayo kuyi {credit card} ukhokha {{inzalo eningi}};Amanga;Iqiniso;;;Kuma {credit card} inzalo ishajwa emalini eshodayo ({balance}) kanye ngenyanga. Uma i{balance} yakho inkulu, inzalo yakho izoba nkulu;16
Types of credit agreement;Application;Y/N;Kunyenzeka yini ukuthi usebenzise i{credit card} kodwa ungakhokhi nzalo?;Yebo;Cha;;;Kuma {credit card} inzalo ishajwa emalini eshodayo ({balance}) ngenyanga. Uma ukhokha yonke imali yesikweletu lungakafiki lolo suku lokushaja, awukhokhi nzalo;16
Types of credit agreement;Application;T/F;Uma usebenzisa i{credit card} okokuqala, ungena esivumelwaneni sesikweletu;Iqiniso;Amanga;;;Ama {credit card} aluhlobo lesivumelwano sesikweletu esi {revolving}. Uma kunemali osayikweletayo khona, uzokhokha inzalo kuyo futhi kumele uyikhokhe nayo leyo mali;17
Types of credit agreement;Seed;MC;Iyiphi kulezi ezibaliwe ekuyi {account} esetshenziselwa amaholo, ukukhokha kanye nama {overdraft}?;{Cheque account};{Credit account};{Investment account};{Forex account};i{Cheque account} i{account} la iholo lingena khona, futhi la okhokhela khona izinto khona. Ayahluka ama {cheque} kuma {saving account} ngoba i{savings} ayinayo i{overdraft};5
Types of credit agreement;Retention;MC;Iyiphi i{account} kwezibaliwe ehamba ne {overdraft}?;{Cheque account};{Savings account};{Credit account};{Forex account};Awukwazi ukusebenzisa imali engaphezulu kwemali engeyakho ({overdraft}) kuyi {savings account}. i{Overdraft} isho ukuthi ungakhipha imali kuyi {cheque account} ngisho ungenamali esele;10
Types of credit agreement;Application;T/F;Ama{{overdraft}} ajwayele ukuhamba ne {{cheque account}};Iqiniso;Amanga;;;Awukwazi ukusebenzisa imali engaphezulu kwemali engeyakho ({overdraft}) kuyi {savings account}. i{Overdraft} isho ukuthi ungakhipha imali kuyi {cheque account} ngisho ungenamali esele;16
Types of credit agreement;Application;Y/N;Iyakwazi yini i{savings account} (ekuyi la obeka khona imali) ukuba ne {overdraft}?;Cha;Yebo;;;Awukwazi ukusebenzisa imali engaphezulu kwemali engeyakho ({overdraft}) kuyi {savings account}. i{Overdraft} isho ukuthi ungakhipha imali kuyi {cheque account} ngisho ungenamali esele;18
Types of credit agreement;Seed;MC;Isivumelwano sesikweletu la okwazi khona ukungena esibalweni se {account} esingu {minus} ({{negative}}) sibizwa ngani?;{Overdraft};{Underdraft};{Galeforce};{Credit card};i{Overdraft} uhlobo lwesikweletu kuyi {cheque account} la ongakhipha khona imali kuyi {account} ngisho ungenamali kuyo (i{account} ingena esibalweni esingaphansi kuka {zero} ekuyi {negative balance});7
Types of credit agreement;Retention;MC;Uma i{cheque account} yakho ikwazi ukungena esibalweni esingu {minus}, kusho ukuthi ihambha ne__________;{Overdraft};{Underdraft};{Galeforce};{Credit card};i{Overdraft} uhlobo lwesikweletu kuyi {cheque account} la ongakhipha khona imali kuyi {account} ngisho ungenamali kuyo (i{account} ingena esibalweni esingaphansi kuka {zero} ekuyi {negative balance});9
Types of credit agreement;Retention;MC-F;Uma i{account} yakho ingena ku {minus}, kuthiwa injani?;{Overdrawn} (ikhishwe kuyi {overdraft});{Underdrawn} (ikhishwe kuyi {underdraft});Ikhishwe ngokuphambaba;Zonke ezibaliwe;i{Overdraft} ingena uma usebenzisa imali kuyi account yize ungenayo. Uma uyisebenzisa i{account} ingenamali, iba ne {balance} eyimali oyisebenzisile ngaphansi kuka {zero} ({minus});11
Types of credit agreement;Retention;MC-F;Yini kwezibaliwe eyenza ukwazi ukusebenzisa imali engaphezulu kwemali onayo kuyi {account}?;{Overdraft};{Underdraft};{Galeforce};Zonke ezibaliwe;i{Overdraft} imali yesikweletu kuyi {cheque account} oyisebenzisa yize ungenayo. Ekuyisebenziseni, iba ne {balance} eyimali engaphansi kuka {zero (minus}) kuze kufike kuyi {limit};11
Types of credit agreement;Retention;T/F;i{Overdraft} ingena uma imali kuyi {account} yakho iba ngaphansi kuka {zero};Iqiniso;Amanga;;;i{Overdraft} imali yesikweletu kuyi {cheque account} oyisebenzisa yize ungenayo. Ekuyisebenziseni, iba ne {balance} eyimali engaphansi kuka {zero (minus}) kuze kufike kuyi {limit};12
Types of credit agreement;Application;T/F;i{Overdraft} yenza ukwazi ukusebenzisa imali engaphezulu kwale onayo kuyi {account};Iqiniso;Amanga;;;i{Overdraft} imali yesikweletu kuyi {cheque account} oyisebenzisa yize ungenayo. Ekuyisebenziseni, iba ne {balance} eyimali engaphansi kuka {zero} ({minus}) oyikweletayo;17
Types of credit agreement;Application;T/F;i{Overdraft} iyazingenela uma imali kuyi {account} yakho yehla ngaphansi kuka {zero};Iqiniso;Amanga;;;i{Overdraft} imali yesikweletu kuyi {cheque account} oyisebenzisa yize ungenayo. Ekuyisebenziseni, iba ne {balance} eyimali engaphansi kuka {zero} ({minus}) kuze kufike kuyi {limit};16
Types of credit agreement;Application;T/F;Njalo uma usebenzisa i{overdraft} uboleka imali;Iqiniso;Amanga;;;Uma usebenzisa imali ye {overdraft}, ungena esikweletini ngokungena esibalweni semali yakho engu {minus} kuyi {cheque account}. Kumele lemali uyibuyisele;18
Types of credit agreement;Application;T/F;Kuyicebo elihlakaniphile ukusebenzisa i{overdraft} njalo ngenyanga;Amanga;Iqiniso;;;i{Overdraft} ifana nezinye izikweletu, iyaba usizo. Kodwa ukuyisebenzisa njalo ngenyanga khona uzophila kusho ukuthi usezikweletini kakhulu  okusho ukuthi ungaba {over}-{indebted};18
Types of credit agreement;Application;Y/N;Ingabe wonke umuntu one {cheque account} engaba nayo i{overdraft} na?;Cha;Yebo;;;i{Overdraft} uhlobo lesivumelwano sesikweletu esihlelekile, okusho ukuthi kumele usikhone. Ungayi aplayela i{overdraft}, kodwa i{bank} lingakunika unga aplayanga, uma uzokhona;19
Types of credit agreement;Application;T/F;Onke ama {cheque account} ahambhisana ne {overdraft};Amanga;Iqiniso;;;i{Overdraft} uhlobo lwesivumelwano sesikweletu esihlelekile, okusho ukuthi kumele ukhwalifaye ukuyithola. Unga aplaya ukuyithola kodwa akukho siqiniseko;18
Types of credit agreement;Application;T/F;Ama{overdraft} aluhlobo lesikweletu eliyi {revolving credit};Amanga;Iqiniso;;;i{Overdraft} ihluka kuyi {revolving credit} ngoba ukwazi ukuyisebenzisa uma usuphelelwe yimali kuyi {account} kuphela;20
Types of credit agreement;Seed;MC-AOTA;Iyiphi kwezibaliwe ojwayele ukuyithola ngesivumelwano sesikweletu?;Zonke ezibaliwe;Isithuthuthu;Imoto;Usofa;Izimpahla ezifana ne fenisha nama TV zingathengwa ngesikweletu zikhohelwe ngama {instalment}. Uma usuzikhokhele, ziba ngezakho;4
Types of credit agreement;Retention;MC;Ukuvuma ukukhokhela usofa ngesikhathi esithile kuyini?;Isivumelwano se {instalment};Utshalomali ({investment});Ukuthengiswa okukhulu;Isikweletu esibanjisiwe;Izimpahla ezifana ne fenisha nama TV zingathemngwa ngesikweletu zikhohelwe ngama {instalment}. Uma usuzikhokhele, ziba ngezakho;11
Types of credit agreement;Retention;MC;Uma izimpahla ezithuthekayo (kanjenge moto nefenisha) zithengiswa ngesikweletu, kujwayele ukuba yisiphi?;Isivumelwano se {instalment} sentengo;Isikweletu nje;Utshalomali ({investment});Isikweletu esibanjisiwe;Izimpahla ezifana ne fenisha nama TV zingathengwa ngesikweletu zikhohelwe ngama {instalment}. Uma usuzikhokhele, ziba ngezakho;12
Types of credit agreement;Application;MC-F;Isikweletu esinjani isikweletu semoto?;Isivumelwano se {instalment} sentengo;Ukuthengiswa okukhulu;Utshalomali ({investment});Zonke ezibaliwe;Ngesikweletu semoto, ikhokha imali ebekiwe ngenyanga kuze kuphele isikhathi esishiwo (kujwayele ukuba yiminyaka). Uma usukhokhile waqeda wabika ukuthi kuvalwe i{account}, imoto iba ngeyakho;15
Types of credit agreement;Application;Y/N;Izinto ezifana namafriji nama {TV} ziyathengiswa yini ngesivumelwane sesikweletu na?;Yebo;Cha;;;Izimpahla ezithuthekayo kanjenge moto nefenisha zingathengwa ngesikweletu sesivumelwano se {instalment}. Uma usuzikhokhele ngokugcwele, leyo mpahla iba ngeyakho;16
Types of credit agreement;Application;T/F;Uma uthenga into nge {account} yesitolo ungena esivumelwanoni sokuthenga nge {instalment}?;Amanga;Iqiniso;;;Ama {account} ezitolo ayisikweletu se {revolving credit} la ongayisebenzisa khona imali kuze kufike enanini eliyi {maximum}. Lesikweletu singahlala sivulekile waya waya. i{Instalment} iyaphela;16
Types of credit agreement;Application;Y/N;Kuyenzeka yini ukuthi ungayikhokhi inzalo esikweletini sokuthenga nge {instalment}?;Cha;Yebo;;;Ukukhohela isikweletu se {instalment} kuhlukile ekukhokheleni ese {revovling credit} ngoba i{instalment} ifaka inzalo kusuka kwesikweletu;18
Types of credit agreement;Seed;MC;Esivumelwaneni sesikweletu, imali oyikhokha ngenyanga ibizwa ngani?;{Instalment};Inzalo;Isibizo sesikweletu;i{Loan};i{Instalment}, ebizwa nge {repayment}, igama ekubizwa ngalo ukukhokhela isikweletu (kahle kahle i{cost of credit}) njalo ngenyanga, uze usiqede isikweletu;4
Types of credit agreement;Retention;MC;Sikhokhelwa kanjani isikweletu nge {repayment}?;Ngenyanga;Ngeviki;Ngosuku;Ngehora;Ngokujwayelekile esivumelwaneni sesikweletu, i{instalment} uyikhokha kayi 1 ngenyanga ngosuku lweholo noma maduzane nalo;10
Types of credit agreement;Application;T/F;i{{Repayment}} yimali oyikhokhayo ngenyanga ukukhokhela isikweletu?;Iqiniso;Amanga;;;i{Instalment}, ebizwa nge {repayment}, igama ekubizwa ngalo ukukhokhela isikweletu (kahle kahle i{cost of credit}) njalo ngenyanga, uze usiqede isikweletu;16
Types of credit agreement;Application;T/F;Inani le {{repayment}} lijwayele ukushintsha ngenyanga;Iqiniso;Amanga;;;Isivumelwano esihamba nenzalo e{fixed} asishintshi imali oyikhokhayo ({repayment}) ngokushintsha kwe {prime lending rate}. Uma sihamba nenzalo e{link}iwe, ama {repayment} angashintsha ngesikhathi;16
Types of credit agreement;Seed;MC;Isikhathi osithathayo ukukhokhela isivumelwano sesikweletu se {instalment} sibizwa ngani?;{Payment term} ;{Payment time};{School term};i{Term} yenzalo;i{Payment term} isikhathi sokukhokhela isikweletu nge {instalment}. Uma ukhokha ngoba kushiwo (ungekho kuma {arrears}), isikweletu siphela uma usukhokhe imali yokugcina nge {instalment};3
Types of credit agreement;Retention;MC;Ikalwa ngani i{{payment term}} ekuyisikhathi sokukhokhela isikweletu se {instalment}?;Ngenyanga;Ngeviki;Ngeminyaka;Ngezinsuku;i{Payment term} ekuyisikhathi sokukhokhela isikweletu sijwayele ukukalwa ngezinyanga. Ngokwesibonelo, isivumelwano sesikweletu se {instalment} singathi ukhokha R500 ezinyangeni ezingu 72;9
Types of credit agreement;Application;T/F;Ngokwenjwayelo, uma uthatha isikhathi eside ukukhokha isikweletu, ukhokha inzalo eningi;Iqiniso;Amanga;;;Ngoba inzalo izala ngokuhamba kwesikhathi, ngenjwayelo uzokhokha kakhulu uma uthatha isikhathi eside ukukhokhela isikweletu uzokhokha inzalo eningi, kanjalo nasesikweletini sokuthenga nge {instalment};16
Types of credit agreement;Application;T/F;i{{Payment term}} yezinyanga ezingu 36 isho ukuthi uzokhokha i{instalment} iminyaka engu 3;Iqiniso;Amanga;;;Isivumelwano sika 36 {months} singu 3 {years}, esika 48 {months} ngu 4 {years], kanti esika 60 {months} singu 5 {years};17
Types of credit agreement;Seed;MC;Isamba semali sonke ogcina usikhokhe esivumelwaneni sesikweletu sibizwa ngani?;{Cost of credit} (ukubiza kwesikweletu);Isibizo senzalo;Imali ebolekiwe;Imigomo yokukhokha;Ukubiza kwesikweletu okuyi {cost of credit} imali ogcina uyikhokhile kumkweletisi ngesikweletu osenzile. Sibalwa ungakasithathi, bese usikhokha kancane nge {instalment} size siphele;7
Types of credit agreement;Retention;T/F;i{{Cost of credit}} isamba semali yonke oyikhokhayo uma ukhokhela isivumelwano sesikweletu nge {instalment};Iqiniso;Amanga;;;Ukubiza kwesikweletu okuyi {cost of credit} imali ogcina uyikhokhile kumkweletisi ngesikweletu osenzile. Sibalwa ungakasithathi, bese usikhokha kancane nge {instalment} size siphele;8
Types of credit agreement;Retention;MC-AOTA;i{{Cost of credit}} iyisamba saziphi izimali?;Zonke ezibaliwe;Imali oyibolekile;Inzalo;Izimali ze sevisi;i{Cost of credit} isamba semali oyibolekile (noma inani othenge ngalo izinto) kanye nenzalo nezinye izimali zangenyanga zama {admin fees} nezimali zokuqala isikweletu ekuyi {initiation fee};11
Types of credit agreement;Application;Y/N;Iyakwazi yini i{{cost of credit}} ukuba ncane kune mali othenge ngayo noma oyibolekile?;Cha;Yebo;;;i{Cost of credit} isamba semali oyibolekile (noma inani othenge ngalo izinto) kanye nenzalo nezinye izimali zangenyanga zama {admin fees} nezimali zokuqala isikweletu ekuyi {initiation fee};16
