Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Income and expenditure;Application;MC-AOTA;Yiziphi ezibaliwe ezingena eholweni lasendlini ({household income});Zonke ezibaliwe;Impesheni ({pension});i{Commission};Iholo lenyanga;Iholo, impesheni, nemali ebuya kuzitshalo mali ({return on investments}) yizindlela abantu abathola ngayo izimali. Zonke zibalwa ngezindlela zokuthola imali esaholo.;17
Income and expenditure;Application;Y/N;Imali yeqolo ({child support}) iyabalwa yini njenge holo;Yebo;Cha;;;Imali yeqolo ({child support} noma i{maintenance}) yimali ekhokhwa ngumzali wengane komunye umzali ukunakekela ingane. Ibalwa njenge holo;18
Income and expenditure;Application;T/F;Ama {donation} abala njenge holo;Iqiniso;Amanga;;;Ngisho ngabe ama {donation} engabali njengemali esetshenzelwe, ayabalwa njengeholo. Abaluleke kakhulu kuma {non-profit organization} ngoba ahola ngama {donation}.;15
Income and expenditure;Seed;MC;Kuyini izindleko ({expenses})?;Into osebenzisa imali kuyona;Into ongayikhoni;Indlela yokwenza imali;Uhlobo lwentela ;Izindleko yimikhiqizo ({products}) nama {service} osebenzisa imali kuwo njenge {airtime}. Uyazikhethela ukuthi usebenzisa malini ezindlekweni zakho;2
Income and expenditure;Retention;MC;Ibizwa ngani imali yonke oyisebenzisayo ngenyanga?;Izindleko zenyanga ({monthly expenses});Intela yenyanga;Iholo lenyanga;Imali yenyanga engenayo;Imali yonke oyisebenzisayo ngenyanga ({monthly expenses}) imali yonke oyisebenzisa ngenyanga ebala i{rent}, ama{rates}, igrosa, i{Insurance} kanye ne {transport};8
Income and expenditure;Retention;MC;Yini elinye igama lokubiza yonke imali oyisebenzisa ngenyanga?;Imali ye {monthly spend};Intela yenyanga;Inzalo yenyanga;Iholo le {gross salary};Ngokwezimali, isambha semali oyisebenzisa ngenyanga sibizwa nge {monthly spend}. Leyo yimali yazo zonke izinto ozikhokhelayo ngenyanga isihlanganisiwe;8
Income and expenditure;Retention;MC;Iyiphi kulezi ekungenye indlela yokusho imali oyisebenzisa nganyanga ({monthly expenses})?;{Monthly expenditure};{Monthly income};{Monthly interest};{Monthly salary};Imali yonke oyisebenzisayo ngenyanga ({monthly expenses}) ibizwa nge {{monthly expenditure}}. Ibala i{rent}, ama{rates}, igrosa, i{Insurance} kanye ne {transport};9
Income and expenditure;Retention;MC;Kuyini izindleko ezingajiki {fixed expenses}?;Into oyikhokhelayo engashintshi isibizo kakhulu;Imali yokukhanda into;Uhlobo lweholo;Uhlobo lwe {variable expense};Izindleko ezi {fixed} yizindleko ezingajiki ngezinyanga kanjenge {school fees} ne {rent}. Noma zinganyuka, azishintshi ngokuzisebenzisa kwakho.;11
Income and expenditure;Retention;MC;Into oyikhokhelayo ({expense}) engajiki ngenyanga ibizwa ngani?;{Fixed expense};{Variable expense};Ukubiza kwezindleko;i{Expense} yesonto;Izindleko ezi {fixed} yizindleko ezingajiki ngezinyanga kanjenge {school fees} ne {rent}. Noma zinganyuka, azishintshi ngokuzisebenzisa kwakho.;12
Income and expenditure;Retention;MC;Kuyini izindleko ze {variable expense}?;Izindleko ezijika kakhulu;Iwashi elibizayo;Uhlobo lwentela;Uhlobo lwezindleko ezi {fixed};Ama {variable expenses} ashintsha kakhulu ngokuwasebenzisa kanjenge {airtime} noma i{account} yesitolo la othenga khona izimpahla;13
Income and expenditure;Retention;MC;Izindleko ({expense}) ezijika kakhulu zibizwa ngani?;{Variable expense};i{Expense} yentela;i{Expense} yonyaka;i{Expense} yokurenta;Ama {variable expenses} ashintsha kakhulu ngokuwasebenzisa kanjenge {airtime} enyuka nokunyuka kwendlela oyisebenzisa ngayo;14
Income and expenditure;Application;MC-AOTA;Yiziphi izinto ezibalwa njengezindleko {expenses}?;Zonke ezibaliwe;Igrosa;i{Rent};i{Airtime};Igrosa, i{rent}, kanye ne {airtime} yizindleko. Ezinye izindleko, kanjenge grosa noma i{rent}, zibalulekile kunezinye (kanjenge {airtime});15
Income and expenditure;Application;MC;Yiziphi izinto ezingabalwa njengezindleko?;Impesheni oyitholayo;u{Petrol};Izinto sokugeza;i{DSTV};Impesheni ({pension}) uhlobo lweholo, kanti u{petrol} nezinto zokugeza ne {DSTV} yizindleko. Kodwa ukukhokha imali kuyi {pension fund} kungena ezindlekweni;15
Income and expenditure;Application;MC;Iyiphi kwezibaliwe ekuyisibonelo sendleko e{fixed}?;i{School fees};i{Airtime};i{Data};u{Chocolate};Kule {list} yi {school fees} kuphela esiyindleko e{fixed} ngoba sijwayele ukungashintshi unyaka wonke. i{Airtime} ne {data} kushintsha kakhulu ngendela okusebenzisa ngayo;17
Income and expenditure;Application;MC-F;Yini kulezi ezibaliwe okuyizindleko ezingajiki ({fixed expense});i{Rent};i{Airtime};Igrosa;Zonke ezibaliwe;Kulezizinto ezibaliwe, i{rent} iyo yodwa okuyiindeko eyingajiki ngesikhathi eside. i{Airtime} negrosa kushintsha ngokuzisebenzisa kwakho;18
Income and expenditure;Application;MC;Iyiphi indleko ({expense}) ejikayo ({variable}) kwezibhaliwe?;i{Transport};{School fees};i{Rent};i{Medical aid};;18
Income and expenditure;Application;MC;Iyiphi kulezi eyi {variable expense}?;i{Data};i{Rent} oyikhokhile;{School fees};i{Medical aid};i{Data} iyo yodwa i{variable expense} ngoba ingashintsha ngezinyanga ngokuyisebenzisa kwakho;18
Income and expenditure;Application;MC;Uma wenza i{budget}, yini isizathu sokungayifaki intela yeholo ({income tax}) ezindlekweni?;Intela awukhethi ukuyikhokha. Kuyimpoqo;Ukhokha intela uma uthanda;Intela uhlobo lweholo;Izindleko azibalwa kuyi {budget};Intela imali esuswa eholweni ungakalitholi. Ihlukile ezindlekweni ngoba awukwazi ukukhetha ukungayikhokhi. Kepha uyikhokha intela uma uhola imali ethize noma ngaphezulu;20
Income and expenditure;Application;MC;Uma wenza i{budget}, yini isizathu sokungayifaki i{UIF} ezindlekweni?;Ingena kuma {deduction};Ukhokha i{UIF} uma uthanda;i{UIF} eyabasebenzi bahulumeni;i{UIF} eyabafudi;i{UIF} imali esuswa eholweni ungakalitholi. Ihlukile ezindlekweni ngoba awukwazi ukukhokha kancane kuyo. Akusiwo wonke umuntu okhokha i{UIF};17
Income and expenditure;Application;T/F;i{Rent} kungaba yizindleko, noma kube yiholo;Iqiniso;Amanga;;;{Rent} ingena ezindlekweni uma uyikhokha. Kodwa uma umuntu ekhokha i{rent} kuwe, kungaba yiholo;16
Income deductions;Seed;MC;Imali esuswa eholweni ibizwa ngani?;Ama {deductions} eholo;Iholo langaphezulu;Imvelaphi yeholo;Uku{subtract}a iholo;Abanye abanta bakhishelwa ama {deductions} {before} iholo. i{UIF} kanye nentela ama {deductions} aphoqekile owakhokha ungakaholi. Umqashi engakuthathela ama {deductions} afana ne {medical aid};6
Income deductions;Retention;MC;Asuswa nina ama {deduction} eholweni lakho?;Ungakalitholi iholo;Uqeda ukuthola iholo;Ngezi 15 zenyanga;Ekupheleni konyaka;Uma unawo ama {deduction}, asuswa ngumqashi wakho. Uma usuhola, ama {deduction} asthethiwe;8
Income deductions;Retention;MC;Yiziphi izinto ezijweyele ukuba ngama {deductions}?;i{UIF} nentela yeholo;iIgrosa ne {airtime};i{Rent} ne {transport};i{School fees} nemali yomnikelo esontweni;i{UIF} kanye nentela ({income tax}) yizo zodwa izinto ezibhaliwe ezingama {deductions} eholo. Zonke ezinye izindleko. Ama {deductions} ahlukile ekuthni abanjwa ungakayitholi imali yakho;12
Income deductions;Retention;MC;Yini echaza ama {deductions} awe {{UIF}} kahle?;Uhlobo le {deduction} yeholo;Uhlobo lokwengezwa kweholo;Imvelaphi yeholo;Imali ebizwa nge {subtraction} yeholo;i{UIF} iyi {deduction} ekhokhwa yiningi labaqashi nabasebenzi. Imele i{Unemployment Insurance Fund} - i{insurance} ebekwe uhulumeni ekhokhela abantu uma bephelelwa um'sebenzi (ngezizathu izithize);13
Income deductions;Retention;MC;Yiziphi izinto ezingama {deductions} eholweni?;Intela eholweni;intela ye {VAT};Ukunyuka kweholo;i{Bonus} ekupheleni kwenyanga;Intela yeholo intela ephoqelekile kubantu abahola imali ethile. Ngonyaka ka 2020, umaa ungaphansi kwa 65 {years}, kumele ukhokhe intela uma uhola ngaphezu kuka R79 000 ngonyaka (R6 583 ngenyanga);14
Income deductions;Retention;MC;Iyiphi kulezi ekungesiyo i{deduction};i{Airtime};Zonke;Intela;i{UIF};i{Airtime} ijwayele ukuba yi {expense}, hayi i{deduction};12
Income deductions;Application;T/F;Ama {deduction} nezindleko yinto efanayo;Amanga;Iqiniso;;;Ama {deduction} nezindleko izinto ezihlukene. Ama {deduction} athathwa ungakalitholi iholo, kanti izindleko uzikhokha usuholile, futhi uyakwazi uku {control}a izindleko kakhudlwana;16
Income deductions;Application;T/F;i{Medical aid} ingaba yi {deduction} futhi ibe yi {expense};Iqiniso;Amanga;;;Uma uzikhokhela i{medical aid}, iba yi {expense}. Uma ukhokhelwa ngumqashi ungakaholi, iba yi {deduction};17
Income deductions;Application;MC;Ikuphi la i{medical aid} engesiyona i{deduction};Uma umqashi ekukhokhela yona;Uma uzikhokhela;Uma oshade naye ekukhokhela;Uma abazali bekukhokhela;Uma umqashi ekukhokhela i{medical aid}, ayibalwa ezindlekweni zakho, ibalwa kuma {deduction}. Kuyenzeka umqashi ekukhokhele i{medical aid} ngokugcwele, lapho ayibalwa kuma {deduction}.;17
Income deductions;Application;Y/N;Wonke umuntu osebenzayo unama {deduction} na?;Cha;Yebo;;;Akuwona wonke umuntu onama {deduction}. Abanye abantu bahola kancane ukukhokha intela yeholo. Ngokunjalo, i{UIF} ayikho kuma {public servant} nabantu abasebenza ngaphansi kwamahora angu 24 ngenyanga;18
Income deductions;Application;T/F;i{Rent} iyisibonelo se {deduction} yeholo;Amanga;Iqiniso;;;i{Rent} ibalwa ezindlekweni ezi {fixed}, hayi kuma {deductions}. Lokhu yingoba ayithathwa eholweni ungakalitholi;18
Income deductions;Seed;MC;Umele ini u {UIF} ngokwezimali eziphathelene nawe?;{Unemployment Insurance Fund};{Uninterrupted Insanity Fund};{Unemployment Intelligence Federation};{Understated Insurance Fanclub};i{Unemployment Insurance Fund} ({UIF}) yisikhhungo esisiza abantu abaphelelwe ngumsebenzi ngokubakhokhela bengakawutholi omunye umsebenzi. Akuwona wonke umuntu ongathola i{UIF}.;4
Income deductions;Retention;MC;Yaziwa ngani imal oyikhokhela i{UIF};{UIF payments};{Medical aid payments};{UFO payments};{Insurance fraud};Uma usuke wayibona i{UIF} kuyi {payslip} yakho ungazi ukuthi kuyini kahle kahle, yimali oyikhokhela i{insurance} yabantu abangaqashiwe;8
Income deductions;Retention;MC;Ivela kuphi imali ye {UIF} yabantu abaphelelwe ngumsebenzi?;Abasebenzi nabaqashi bobabili;Abasebenzi kuphela;Abaqashi kuphela;Kuhulumeni kuphela;Ngokomthetho, abasebenzi kanye nabaqashi abaningi bakhokhela i{Unemployment Insurance Fund} ngokuhlanganisiwe. i{Maximum} yeholo elingathathelwa i{UIF} ngu 1%;9
Income deductions;Retention;MC;Ubani okumele enze ama {deduction} ekhokhele i{UIF} eholweni lakho?;Umqashi;Umsebenzi;i{UIF};u{President};Uma i{UIF act} ikuthinta, kumele umqashi wakho eyithathe i{UIF} ungakakhokhelwa iholo;10
Income deductions;Application;Y/N;Ikhona yini imisebenzi la i{UIF} engangeni khona;Yebo;Cha;;;i{UIF} ayingeni ebantwini abangama {public servant}, abafundi, nabantu abavela kumanye amazwe beze ngomsebenzi, kanye nabasebenzela umqasha ngaphansi kwa 24 {hours} ngenyanga;16
Income deductions;Application;Y/N;Uyakwazi ukuthola izimali ze {UIF} uma ungayikhokheanga i{UIF} na?;Cha;Yebo;;;Uma uphelelwa ngumsebenzi awukwazi ukuthola imali kuyi {UIF} uma ubungayikhokheli i{UIF};17
Income deductions;Application;MC;Ingxenye engakanani yeholo engathathelwa i{UIF} ngokomthetho;1%;5%;3%;10%;Imali ye {UIF} idingeka ngokomthetho ebasebenzini nasebaqashini. Abasebenzi nabaqashi kumele beyikhokhele bobabili, futhi imali yakho ingaba ngaphezu kwe 1% weholo;18
Income deductions;Seed;MC;Kuyini intela ye {{personal income tax}}?;Yintela ekhokhwa ngabantu abaholayo;Intela ekhokhwa ngamabhizinisi;Intela ekhokhwa ngamazwe;Ubugebengu obuthile;Intela ye {personal income tax} imali efanele ukukhokhwa ngokomthetho kuhulumeni evela emaholweni abasebenzi. Ikubona bonke abasebenzi abakhokha intela, futhi ayilingani intela ekhokhwa ngabantu;6
Income deductions;Retention;MC;Ubani okumele ekhokhe intela ekuyi {personal income tax}?;Abasebenzi abahola imali ethize;Abantu abangaqashiwe;Izingane zesikole;Muntu;Intela yeholo intela ephoqelekile kubantu abahola imali ethile. Ngonyaka ka 2019, umaa ungaphansi kwa 65 {years}, kumele ukhokhe intela uma uhola ngaphezu kuka R78 150 ngonyaka (R6 512.50 ngenyanga);12
Income deductions;Retention;MC;Isigaba seholo la abantu ekumele bakhokhe khona intela sibizwa ngani?;{Tax threshold};{Tax rebate};Isaphulelo se {tax};{Tax fraud};Akuwona wonke umuntu okhokha intela eholweni. Kukhona izigaba ezihlukile ngobudala bakho nemali oyihola ngenyanga. Ngaphezu kwalokho, intel iyi {percent} lemali oyiholayo;12
Income deductions;Retention;MC;Ibaphi kulaba abanyeke bekhokhe intela?;Abantu abangaqashiwe;i{CEO};i{Acountant};Umumeli;Ungasho ukuthi abantu abahola kakhulu njengabemeli nama {CEO} banayo imali yokubanjelwa intela, la umuntu ongasebenzi engenayo imali yokukhokhela intela;10
Income deductions;Retention;MC;Ubani oshoyo ukuthi abasebenzi kumele bekhokhe intela engakanani?;Uhulumeni;Umqashi wakho;Izinkampani;Abasebenzi;Umqashi wakho kumele ekubambhele imali yentela, kodwa abakhethi ukuthi ukhokha malini. Uhulumeni oshoyo ukuthi ukhokha malini enteleni;11
Income deductions;Retention;MC;Isiphi isikhungo sikahulumeni esishoyo ukuthi kumele ukhokhe intela engakanani?;u{SARS};u{Eskom};u{SANRAL};Umongameli wezwe;i{South African Revenue Service} eyaziwa nge {SARS} iyisikhungo sikahulumeni esithatha intela e{South Africa};13
Income deductions;Retention;MC;Umele ini u{SARS}?;{South African Revenue Service};{South African Rand Society};{Southern African Red Space};{South West Revenue Service};i{South African Revenue Service} eyaziwa nge {SARS} iyisikhungo sikahulumeni esithatha intela e{South Africa};12
Income deductions;Retention;MC;Abantu bajwayele ukukhokhela intela kanjani?;Isuswa eholweni ngama {deduction};Bayazikhokhela;Nge {debit order};Ngekhadi;Uma usebenzela umqashi la uhola khona imali ebanjelwa intela, kumele leyo ntela ikhokhwe ungekaholi - k'shuthi ingena kuma {deduction}. Ungayibona kuyi {payslip} leyo ntela;14
Income deductions;Application;T/F;Intela ye {income tax} yingxenye yeholo labantu eliya kuhulumeni;Iqiniso;Amanga;;;Njengezakhamuzi, sikhokha intela kuhulumeni azikhokhela ama {service} esiwasebenzisayo kanjengemigwaqo, izibedlela, izikole, kanye nogesi.;16
Income deductions;Application;T/F;Wonke umuntu ukhululekile ukuzikhethela ukukhokha intela noma cha;Amanga;Iqiniso;;;Uma kumele ukhokhe intela, kumele uyikhokhe ngokomthetho. Uma ungayikhokhi ungajeziswa futhi ungangena ejele;17
Income deductions;Application;T/F;Wonke umuntu ukhokhela intela ngisho ngabe uhola malini;Amanga;Iqiniso;;;Kunemali okumele uyihole khona uzokwazi ukukhokhela intela. Uma uhola imali ye {minimum wage} angeke ukhokhele intela;18
Income deductions;Application;MC-AOTA;Intela isetshenziselwa ini?;Zonke ezibaliwe;Kuhulumeni;Ukukhokhela amasevisi;Ukukhokhela izindawo zeningi;Njengezakhamuzi, sikhokha intela kuhulumeni azikhokhela ama {service} esiwasebenzisayo kanjengemigwaqo, izibedlela, izikole, kanye nogesi.;18
Income deductions;Seed;MC;Izinga lentela olikhokhelayo libizwa ngani?;i{Tax rate};i{Tax fraud};Iholo;Isikweletu;Imali yentela okumele uyikhokhe iyishintsha ngokushintsha kwemali oliholayo. Ngamanye amazwi, kunama {tax rate} ahlukile ngokwemali oyiholayo;7
Income deductions;Seed;MC;Izinga leholo la oqala khona ukukhokhela intela libizwa ngani?;i{Tax threshold};i{Tax rebate};Ikhefu lentela;i{Tax fraud};Akuwona wonke umuntu okhokha intela eholweni. Kukhona izigaba ezihlukile ngobudala bakho nemali oyihola ngenyanga. Ngaphezu kwalokho, intel iyi {percent} lemali oyiholayo;8
Income deductions;Retention;MC;Imali yentela oyikhokha ngonyaka incike kuphi kakhulu?;Imali oyiholayo;Izikweletu onazo;Imali okwazi ukuyikweleta;Umuntu omusebenzelayo;u{SARS} oshoyo ukuthi kumele kukhokhwe intela ye {percent} elingakanani kubantu abahola imali engakanani. Uma uhola kakhulu ukhokha intela enkulu. Ungaxhumana no {SARS} ukuthola izilinganiso zentela;10
Income deductions;Retention;MC;Uqala nini futhi uphela nini unyaka wentela e{South Africa}?;{March} kuya ku {February};{January} kuya ku {December};{June} kuya ku {July};{December} kuya ku {January};Unyaka wentela uqala ngo {March} uphele ngo February wonyaka olandelayo. Ngokwesibonelo, u 2019 wentela uqale ngo 1 {March} 2018 uphele ngo 28 {February} 2019;11
Income deductions;Retention;MC;Ithini i{tax threshold} yabantu abangaphansi kuka 65 okwamanje?;R6 583 ngenyanga;R2550 ngenyanga;R1000 ngenyanga;R20 000 ngenyanga;Intela yeholo intela ephoqelekile kubantu abahola imali ethile. Ngonyaka ka 2020, uma ungaphansi kwa 65 {years}, kumele ukhokhe intela uma uhola ngaphezu kuka R79 000 ngonyaka (R6 583 ngenyanga);12
Income deductions;Retention;MC;Ithini i{tax threshold} yabantu abaphakathi kwa {{65}} no {{75}} okwamanje?;R10 191 ngenyanga;R3085 ngenyanga;R2000 ngenyanga;R20 000 ngenyanga;Ngonyaka wentela wa 2020, uma ungaphakathi kwa 65 no 75 ubudala, uhola ngaphansi kuka R10 191 ngenyanga, iholo lakho alikhokhi intela. Ngamanye amazwi, awuyikhokhi intela;14
Income deductions;Retention;MC;Ithini i{tax threshold} yabantu abangaphezulu kuka 75? okwamanje;R11 395 ngenyanga;R4275 ngenyanga;R3000 ngenyanga;R20 000 ngenyanga;Ngonyaka wentela wa 2020, uma ungaphezulu kuka 75 ubudala, uhola ngaphansi kuka R11 395 ngenyanga, iholo lakho alikhokhi intela. Ngamanye amazwi, awuyikhokhi intela;14
Income deductions;Application;T/F;i{Percent} lentela olikhokhayo lincike emalini oyiholayo;Iqiniso;Amanga;;;Intela okumele uyikhokhe incike emalini oyiholayo. Ngokwenjwayelo, uma uhola kakhulu ukhokha intela enkulu;15
Income deductions;Application;T/F;Ama {rate} entela ye {income tax} awashintshi ngeminyaka;Amanga;Iqiniso;;;Ungathuka ukuthi ukhokha intela enkulu kulonyaka ngisho ngabe iholo alinyukanga. Isizathu yingoba intela iyanyuka ngonyaka;16
Income deductions;Application;T/F;Unyaka wentela e {South Africa} uqala ngo {January};Amanga;Iqiniso;;;Unyaka wentela e{South Africa} uqala ngo {March} uphele ngo February wonyaka olandelayo. Ngokwesibonelo, u 2020 wentela uqale ngo 1 {March} 2019 uphele ngo 29 {February} 2020;19
Gross income vs net income;Seed;MC;Kuyini i{{gross salary}};Iholo lakho engakathathwa ama {deduction};Iholo lakho esethathiwe ama {deduction};Intela engakathathwa ama {deduction};Iholo lakho ne {bonus};Ngokwesibonelo: Umuntu othatha umsebenzi oholele R10 000 ngenyanga okuyi {gross salary}. Ngemuva kwama {deduction} kanjenge ntela kanye ne {UIF}, engagcina ethole R9 300 ngenyanga;7
Gross income vs net income;Retention;MC;Libizwa ngani iholo lakho uma ama {deduction} engakathathwa?;i{Gross salary};Iholo sekubanjiwe intela;Iholo le {net};Iholo lakho lokuqala;Uma ubuzwa ukuthi uhola malini, ubuzwa nge {gross salary} ungakathathelwa ama {deduction}, hayi imali oyithola esandleni. Kubanye abantu, kunomehluko omkhulu kulezi nombholo;8
Gross income vs net income;Retention;MC;Uma kukhangiswa ({advertising}) umsebenzi, kubhalwa liphi iholo ngenjwayelo?;i{Gross salary};i{Net salary};Iholo elibanjelwe intela;i{Bonus} yokuphela kwonyaka;Uma ubona i{advertisement} yomsebenzi, kujwayele ukuba yi {gross salary} ebhaliwe, hayi i{net};10
Gross income vs net income;Retention;MC;Uma ungayazi i{gross} yeholo lakho, ungayithola kuphi?;Kuyi {payslip};Kuyi {website} ye {company};e{Home Affairs};e{Library};Uma uthola i{payslip} kumqashi, ifanele ukubhalwa i{{gross salary}}, ama {deduction}, kanye ne {net salary}. Uma kungenjalo ungacela kumqashi wakho;11
Gross income vs net income;Application;T/F;i{{Gross salary}} ijwayele ukubankulu kuyi {payslip};Iqiniso;Amanga;;;Uma unganaso isiqiniseko sokuthi iyiphi imal okuyi {gross salary}, bheka i{amount} enkulu kunemali oyitholayo eholweni kuyi{payslip}. Kungaba yona i{gross salary};15
Gross income vs net income;Application;T/F;i{Gross} yeholo isho iholo uma esethathiwe ama {deduction};Amanga;Iqiniso;;;Imali oyithola uma ama{deduction} esethathile ibizwa nge {{net slary}}. i{Gross salary} imali umqashi akhokhela wena yona engakathathi ama {deduction};16
Gross income vs net income;Application;T/F;i{Gross} yeholo isho iholo uma engakathathwa ama {deduction};Amanga;Iqiniso;;;Imali oyithola uma ama{deduction} engakathathwa ibizwa nge {{gross slary}}. Kubanye abantu, umehluka phakathi kwalezimali mukhulu;18
Gross income vs net income;Application;MC;Uma umuntu ekutshela imali ayiholayi ingakathathwa intela, usho ini?;i{Gross salary};i{Tax bracket};i{Net salary};i{Bonus];"Ngisho ngabe intela yeholo kungeyona yodwa i{deduction} ekhona, abantu babiza i{gross} ngemali abayihola {before tax}. Indlela esho kancono lokhu ukuthi imali abayiholayo ""{before deductions}""";19
Gross income vs net income;Seed;MC;Imali ogcina uyitholile ngokweholo ibizwa ngani?;{Net salary};{Gross income};{Gross salary};{Net tax};Imali oyitholayo ngempela esandleni uma ama {deduction} esethathiwe ibizwa nge {net salary}. Iyona mali oyisebenzisayo uku {cover} izindleko;6
Gross income vs net income;Retention;MC;Kuyini i{net salary};Imali oyitholayo uma ama {deduction} esethathiwe;Imali yakho engakathathwa ama {deduction};Intela engakathathwa ama {deduction};Iholo ne {bonus};Ngokwesibonelo: Umuntu othatha umsebenzi oholele R10 000 ngenyanga okuyi {gross salary}. Ngemuv kwama {deduction} kanjenge ntela kanye ne {UIF}, engagcina ethole R9 300 ngenyanga;9
Gross income vs net income;Retention;MC;Libizwa ngani iholo esethathiwe ama {deduction};{Net salary};i{Gross salary};i{Gross income};Intela ye {net};Imali oyatholayo {grand grand} ekupheleni kwenyanga i{nett}. i{gross} ijwayele ukbekwa ne {net};10
Gross income vs net income;Application;T/F;i{Net salary} imali yitholayo esethathiwe ama {deduction};Iqiniso;Amanga;;;i{{Net salary}} iholo umuntu asala nalo uma sekuthathiwe ama {deduction} afana nantela ne {UIF} i{Gross} imali oyithola kungakathathwa ama {deduction};14
Gross income vs net income;Application;T/F;Imisebenzi emakethwayo ijwayele ukusho i{net salary};Amanga;Iqiniso;;;Uma ubona umsebenzi umakethwa, kuzobi yi {gross salary} ngoba i{net} iyahluka ebantwini;17
Gross income vs net income;Application;Y/N;Kuyenzeka yini i{net salary} ibe nkulu une {gross salary}?;Cha;Yebo;;;i{Net salary} iyohlale incane noma ilingana ne {gross salary} ngoba i{net} kusuke kuyi {gross} ethathelwe ama {deduction};18
Gross income vs net income;Application;Y/N;Kuyenzeka yini i{gross} ilingane ne {net} yakho?;Yebo;Cha;;;Ebantwini abaningi iholo langenyanga ilo lodwa iholo abalitholayo. Uma loyo ebuzwa nge mali ye {gross}, engasho i{gross} loholo lakhe;19
Gross income vs net income;Application;T/F;Uma ungenawo ama {deduction}, i{gross} ne {net salary} zizolingana;Iqiniso;Amanga;;;i{Net} ne {gross salary} iyafana uma ungenawo ama {deduction}. Lokhu kungenzeka uma unganayo i{UIF} futhi uhola kancane ukukhokha intela;20
Gross income vs net income;Seed;MC;Yonke imali oyitholayo {after} ama {deduction} ibizwa nge _____________;{Net income};i{Income} {before} ama {deduction};{Gross income};Umthombo weholo elikhulu;i{Gross} yimali oyitholayo kuwe wonke amaholo akho uma esethathiwe ama {deduction} anjenge ntela. Uma uholo iholo elilodwa, i{net} yakho yi {net} yeholo lakho;7
