Concept;Question class;Question type;Question content;Answer;Alternative 1;Alternative 2;Alternative 3;Explanation;Difficulty rating (</= 20)
Credit as a concept;Seed;MC;Isikweletu esibizwa nge {credit} sihluke kuphi esikweletini esibizwa nge {debt}?;i{Credit} iba yi {debt} uma ususithatha isikweletu;Akuna mehluko;i{Credit} iyizi nenzalo;i{Debt} ayizi nenzalo;i{Credit} ne {debt} kucishe kufane. i{Credit} imali ongakhona ukuyiboleka, bese uma uyithatha leyo mali iba yisikweletu osikweletayo esibizwa nge {debt}. i{Debt} ibala inzalo;5
Credit as a concept;Retention;MC;Imali oyikweletayo ibizwa ngani?;{Debt};{Credit};Intela;Iholo;Ezimalini, isikweletu ({debt}) imali oyikweletayo kumuntu noma kuyinkampani. Uma izikweletu zakho ({debt}) zincane, unamathuba amakhudlwana okuba ne {financial security};8
Credit as a concept;Retention;MC;Imali oyikweletayo emveni kokuthatha isikweletu ibizwa ngani?;{Debt};{Credit loan};Intela yeholo;Iholo ekuyi {net salary};i{Credit} ne {debt} kucishe kufane. i{Credit} imali ongakhona ukuyiboleka, bese uma uyithatha leyo mali iba yisikweletu osikweletayo esibizwa nge {debt}. i{Debt} ibala inzalo;10
Credit as a concept;Retention;MC;Ukuthola isikweletu ebhange noma esitolo esihloniphekile, kumele wenze ini kuqala?;Uyasi {apply}ela;Uthola i{interview};Ubhala i{exam};Kumele wazi abantu;Umkweletisi ohloniphekile (ikakhulu orejistile ekubeni yi {NCA credit provider}) uzobheka ukuthi ungakwazi yini ukukhokhela isikweletu ngemuva kokukunika isivumelwano;12
Credit as a concept;Application;T/F;Imali osuyibolekile isikweletu se {debt};Iqiniso;Amanga;;;i{Credit} ne {debt} kucishe kufane. i{Credit} imali ongayiboleka, bese uma uyithatha leyo mali iba yisikweletu osikweletayo phecelezi i{debt} la okungena khona izinazlo;15
Credit as a concept;Application;T/F;i{Credit} imali osuyibolekile;Amanga;Iqiniso;;;Isikweletu okiyi {credit} imali okhetha ukuyiboleka kuze ukhokhele into engekwazi ukuyikhokhela kulowo mzuzu, be i{debt} kuba yisikweletu osusibolekile osikweletayo;17
Credit as a concept;Application;T/F;Ungathola i{credit} eningi kumkweletisi ngisho ungenalo iholo;Amanga;Iqiniso;;;Umkweletisi ohloniphekile (ikakhulu orejistile ekubeni yi {NCA credit provider}) uzobheka ukuthi ungakwazi yini ukukhokhela isikweletu ngemuva kokukunika isivumelwano uma uzokhona ukusikhokhela;18
Credit as a concept;Seed;MC;Kuyini isizathu sokuthatha isikweletu?;Ukuthola into manje uyikhokhe ngesikhathi;Ukuthola izinto mahala;Ukubonisa ukwazisa;Ukuthenga izinto kuyi {internet};i{Credit} imali esetshenziswa ngabantu uma bengenayo imali eyanele bebodwa. Lemali ingaba yisivumelwano sokukhokhela into oyifunayo, i{revolving credit}, kanye {loan} es'khathini esivunyelwene;2
Credit as a concept;Retention;MC;Yini kulezi ejwayele ukuthengwa ngesikweletu?;Imoto;u{Chocolate};Iphepha lezindaba;u{Ice}-{cream};i{Credit} ijwayele ukusetshenziselwa izinto ezinkulu ezibizayo kanjengendlu nemoto. Izinto ezincane zijwayele ukuthengwa ngemali onayo;8
Credit as a concept;Retention;MC;Yini kulezi ejwayele ukuthengwa ngesikweletu?;Indlu;u{Chocolate};Iphepha lezindaba;u{Ice}-{cream};i{Credit} ijwayele ukusetshenziselwa izinto ezinkulu ezibizayo kanjengendlu nemoto. Izinto ezincane zijwayele ukuthengwa ngemali onayo;10
Credit as a concept;Retention;MC-AOTA;Yini kulezi ekuyisibonela sesikweletu ekuyi {credit}?;Zonke ezibaliwe;i{Personal loan};i{Home loan};i{Account} yezimpahla;Uma uthola into oyikhokhela kancane kancane ngokuhamba kwesikhathi, ungena esivumelwaneni sesikweletu futhi ujwayele ukukhokha inzalo;11
Credit as a concept;Application;T/F;Ungathola i{credit} uma une {credit card} kuphela;Amanga;Iqiniso;;;Ama {credit card} aluhlobo lwesikweletu se {credit}. Ungafaka isicelo sezikweletu ezingasiwo ama {credit card} kuphela, kanjenge {loan} noma i{account} esitolo sezimpahla;16
Credit as a concept;Application;T/F;Njalo uma uthenga ngesikweletu usuke uboleka imali;Iqiniso;Amanga;;;i{Credit} ne {debt} kucishe kufane. i{Credit} imali ongayiboleka, bese uma uyithatha leyo mali iba yisikweletu osikweletayo phecelezi i{debt} la okungena khona izinzalo;20
Credit as a concept;Seed;MC;Uma ufuna ukuthenga into manje uyikhokhela ngesinye isikhathi, ungenza ini?;Ungayithenga ngesikweletu;Unga aplayela i{debt};Ungafuna isaphulelo;Ungatshontsha;i{Credit} inika abantu indlela yokuthenga izinto abazifunayo ngaphandle kokukhokha yonke imali ngesikhathi sinye. Lemali bengayikhokha ngokuhambha kwesikhathi ngesivumelwano size siphele isikweletu;3
Credit as a concept;Retention;MC;Yini kwezibhaliwe echaza ukuthenga ngesikweletu?;Ukukhokha ngesikhathi esithile;Ukukhokha manje;Ukungakhokhi;Ukukhokha kancane;i{Credit} inika abantu indlela yokuthenga izinto abazifunayo ngaphandle kokukhokha yonke imali ngesikhathi sinye. Lemali bengayikhokha ngokuhambha kwesikhathi ngesivumelwano size siphele isikweletu;8
Credit as a concept;Retention;T/F;Uma uthenga imoto nge {vehicle finance}, uyithenga ngesikweletu;Iqiniso;Amanga;;;Uma uthenga imoto ({finance a car}), umkweletisi noma i{bank} liyayithenga imoto liyinike wena bese wena ukhokhela bona uze usiqede leso sikweletu ngesikhathi sesivumelwano;8
Credit as a concept;Retention;T/F;Uma uthatha i{home loan}, uthenga indlu/i{flat} ngesikweletu;Iqiniso;Amanga;;;Uma uthola i{home loan}, umkweletisi okuyi {bank} noma indawo ye {finance}, uthenga leyo moto bese wena uyamukhokhela uze uqede ukukhokha ngesikhathi;10
Credit as a concept;Retention;T/F;Uma usebenzisa i{account} yasesitolo ukuthenga izicathulo ezintsha, uzithenga ngesikweletu;Iqiniso;Amanga;;;Ama {account} ezitolo anika abantu indlela yokuthenga bengenayo imali ngaleso sikhathi. Lolu uhlobo le {revolving credit} kanjenge {credit card};13
Credit as a concept;Application;T/F;Uma uthenga ngesikweletu, ugcina ukhokhe kakhulu kunenani laleyonto;Iqiniso;Amanga;;;Uma uqeda ukukhokhela into oyithenge ngesikweletu, uzothola ukuthi ukhokhe imali eningi kunenani laleyonto. Isizathu ukuthi abakweletisi bafaka inzalo ukukweletisa;15
Credit as a concept;Seed;T/F;Kumele uthathe isikweletu uma ukwazi ukusikhokhela;Iqiniso;Amanga;;;Ukuthatha isikweletu kungaba yinto elungile ukuzithuthukisa empilweni uthole izinto ongakhoni ukuzithola ngesikhathi esithile. Kungaba yingozi kodwa uma ukweleta kakhulu ungasakhoni ukukhokha;3
Credit as a concept;Retention;MC;Yini kwezibhaliwe echaza ukunika abantu izikweletu uma bekwazi ukuzikhokhela?;i{Responsible lending};i{Silly lending};Isikweletu esibi;Ukukweletisa {sharp};Abakweletisi, kakhulu ababhalisiwe, kumele beqiniseke ukuthi umuntu okweletayo engakwazi ukukhokha imali yesikweletu. Lokhu kubizwa ngokubolekisa nomthwalo wemfanelo ({responsible lending});8
Credit as a concept;Retention;MC;Uma uthola isikweletu ongakwazi ukusikhokha kubizwa ngani?;{Irresponsible lending};{Responsible lending};{Strange lending};{Smart lending};Ukukweletisa imali okungekho {responsible} ukunika abantu izikweletu ungabi nendaba ukuthi bayakhona yini ukukhokha leyo mali abayikweletayo nokuthi bazoba {stuck} ezikweletini;9
Credit as a concept;Retention;MC;Elinye igama elisho ukubolekisa ebantwini abangakwazi ukukhokha yiliphi?;{Reckless lending};{Extreme lending};{Wild lending};{Smart lending};Isivumelwano sesikweletu la umuntu engakhoni ukukhokha isikweletu kahle nje kusuka ukubolekisa okuyi {reckless lending}. i{Reckless lending} ifaka abantu ezikweletini abangeke bekwazi ukuphuma kuzo;12
Credit as a concept;Application;T/F;Ukuboleka okubizwa nge {reckless spending} kwenzeka uma umkweletisi enika abantu izikweletu bengekuzikhona?;Iqiniso;Amanga;;;Isivumelwano sesikweletu la umuntu engakhoni ukukhokha isikweletu kahle nje kusuka ukubolekisa okuyi {reckless lending}. i{Reckless lending} ifaka abantu ezikweletini abangeke bekwazi ukuphuma kuzo;15
Credit as a concept;Application;MC;Ibaphi kulaba abangarejistile njengomkweletisi ({registered credit provider});Umashonisa;Ibhange;Isitolo sezimpahla;i{Network} yocingo;oMashonisa banika izikweletu ezingahlelekile ({informal}) futhi abarejistanga ukukweletisa imali. Ukubolekisa imali ungarejistanga akukho emthethweni, ngokusho kwe {National Credit Act} ka 2005;16
Credit as a concept;Application;Y/N;Kumele umuntu ekutshene ukuthi thatha i{loan} ngisho ungekwazi ukuyikhokha?;Cha;Yebo;;;Uma kubonakala ingathi i{customer} angeke likwazi ukukhokha imali yesikweletu ngesikhathi esibekiwe esivumelwaneni, umkweletisi ukufanele avume ukunika leyo {customer} isikweletu;18
Credit as a concept;Application;T/F;Akumile kahle ukubolekisa imali kumuntu ongakhoni ukuyikhokha;Iqiniso;Amanga;;;Abakweletisi, kakhulu ababhalisiwe, kumele beqiniseke ukuthi umuntu okweletayo uyakhona ukukhokha leyo mali yesikweletu. K'shuthi kumele bengabaniki abantu abangakwazi ukukhokha izikweletu;16
Credit as a concept;Seed;MC;Uma isikweletu sakho siloku sinyuka ungakhoni ukusikhokha, ubizwa ngokuthini?;{Overindebted};{Underindebted};Uyisidudla;Ukhathele;Ukuba {overindebted} yitemu lokuchaza umuntu ongasakhoni ukukhokhela izikweletu zakhe zama {loan}, ama {account}, noma ama {credit card}. Lokhu kungenzeka uma uthatha izikweletu eziningi kakhulu.;7
Credit as a concept;Retention;MC;Usuke unjani uma u{overindebted}?;Unezikweletu eziningi;Uneholo eliningi;Unezingane {too much};Usebenza {blind};Ukuba {overindebted} yitemu lokuchaza umuntu ongasakhoni ukukhokhela izikweletu zakhe zama {loan}, ama {account}, noma ama {credit card}. Lokhu kungenzeka uma uthatha izikweletu eziningi kakhulu.;12
Credit as a concept;Retention;MC;Ungaba njani uma unezikweletu ongakhoni ukuzikhokha?;{Overindebted};{Overindulgent};{Underindebted};Uyisidudla;Ukuba {overindebted} yitemu lokuchaza umuntu ongasakhoni ukukhokhela izikweletu zakhe zama {loan}, ama {account}, noma ama {credit card}. Lokhu kungenzeka uma uthatha izikweletu eziningi kakhulu;14
Credit as a concept;Application;T/F;Ingozi yokuthatha izikweletu eziningi ukuthi ungaba {overindebted};Iqiniso;Amanga;;;Uma uthatha izikweletu eziningi kakhulu, uzoba nezikweletu eziningi okumele uzikhokhele ekupheleni kwenyanga kanye nezindleko zakho. Lokhu kubizwa ngokuba {overindebted};16
Credit as a concept;Application;MC-AOTA;Kuchaza ukuthini ukuba {overindebted}?;Zonke ezibaliwe;Ukuba nezikweletu ongasazikhoni;Ukuthatha izikweletu eziningi;Ukukweleta kakhulu;Ukuba {overindebted} yisimo sezimali la umuntu engakhoni khona ukukhokhela zonke izikweletu zakhe. Lokhu kungenza umuntu agcine eminza ezikweletini ngokuhambha kwesikhathi;18
Credit as a concept;Seed;MC;Yini kulezi ekungesiso isikweletu ({credit})?;{Lay}-{by};i{Personal loan};i{Credit card};i{Home loan};Ama {Lay}-{by} awasiso isikweletu ngoba uma uthenga nge {Lay}-{by} awuyithathi into uze uqede ukuyikhokha;7
Credit as a concept;Retention;Y/N;Ukuthenga nge {Lay}-{by} kuyafana yini nokuthenga ngesikweletu?;Cha;Yebo;;;Ama {Lay}-{by} awasiso isikweletu ngoba uma uthenga nge {Lay}-{by} awuyithathi into uze uqede ukuyikhokha;14
Credit as a concept;Application;T/F;i{Lay}-{by} enye indlela yokusebenzisa isikweletu ukuthenga utho;Amanga;Iqiniso;;;Ama {Lay}-{by} awasiso isikweletu ngoba uma uthenga nge {Lay}-{by} awuyithathi into uze uqede ukuyikhokha;19
Credit as a concept;Application;T/F;Ukuthenga nge {Lay}-{by} yindlela yokuthenga into hhayi ngesikweletu, futhi ukwenza {sho} ukuthi ayithengiselwa omunye?;Iqiniso;Amanga;;;Ama {Lay}-{by} awasiso isikweletu ngoba uma uthenga nge {Lay}-{by} awuyithathi into uze uqede ukuyikhokha;15
Informal credit vs formal credit;Seed;MC;Kuyini ukukweletisa oku {formal} ({formal credit})?;Ukukweletisa okulandela umthetho;Ukubolekisa okuphakeme;Uhlobo lwentela;Ukubolekisa okangalawulwa;i{Formal credit} ukubolekisa kwemali okuhambelana nemithetho ebekwe yi {National Credit Act} ka 2005 efakwa ekusebenzeni yi {National Credit Regulator} ({NCR});6
Informal credit vs formal credit;Retention;MC;Iyiphi kulama temu echaza umkweletisi o{formal}?;{Registered credit provider};{Unregulated credit provider};Umbolekisi o {fancy};{Taxable lender};eNingizimu Afrika, i{registered credit provider} ekungimubolekisi orejistiwe ichaza i{bank}, isitolo, noma indawo ebolekisa imali ehambelana nemithetho ye {National Credit Regulator};9
Informal credit vs formal credit;Retention;MC;Babizwa ngani ababolekisi abahambisana nemithetho?;Abakweletisi ababhalisiwe ({registered});{Informal credit providers};Ababolekisi abaqotho;Ababolekisi bamanga;Ababolekisi aba {formal} ababolekisi abarejistiwe kanjenge {bank}, isitolo, noma indawo ebolekisa imali ehambelana nemithetho ye {NCR} asebenza ngendlela ebhekekile;10
Informal credit vs formal credit;Application;MC-AOTA;Iziphi kwezibaliwe ezinikana i{formal credit}?;Zonke ezibaliwe;i{Bank};Indawo ye {vehicle finance};Isitolo sezimpahla esikhulu;Ababolekisi aba {formal} ababolekisi abarejistiwe kanjenge {bank}, isitolo, noma indawo ebolekisa imali ehambelana nemithetho ye {NCR} asebenza ngendlela ebhekekile;19
Informal credit vs formal credit;Seed;MC;Kuyini i{informal credit}?;Ukubolekisa okungahambhi nomthetho;Ukubolekisa okuhambha nomthetho;Ukubolekisa okuthobekile;Ukubolekisa kwentela;Ukubolekisa okungekho {formal} ukubolekisa okungahambelani nemithetho ebekiwe. Lokubolekisa kuphatha ama {loan} avela ebanganini noma emndenini, kanye nomashonisa;7
Informal credit vs formal credit;Retention;MC;Iziphi kwezibaliwe eziyi sikweletu esinga lawulwanga ({unregulated credit})?;Imali obolekwe ngumgani;i{Mortgage} yendlu;i{Credit card};i{Contract} yeselula;Imali oyibolekwa ngumgani i{informal} ngoba ekujwayelekile umgani erejistele ukuba yi {credit provider}. Isikweletu silawulwa nguwe nomgani;13
Informal credit vs formal credit;Application;MC;Iziphi kwezibaliwe eziyi {informal credit}?;Isikweletu samashonisa;i{Account} yezimpahla;i{Credit card};i{Home loan};Imali oyiboleka kumashonisa i{Informal} ngoba omashonisa abasibo abakweletisi abarejistile ukuba yi {registered credit provider}. Uma ekunika isikweletu, nguye okhethayo ukuthi ukhokha kanjani;18
Informal credit vs formal credit;Seed;MC;Ngokomthetho wokuthenga, umele ini u{NCR}?;{National Credit Regulator};{National Consumer Agency};{National Credit Renegades};{National Credit Robbers};u{NCR} umele i{National Credit Regulator}. Ababolekisi abalandela imithetho ebekwe yi {NCR}, ebekwe ukuvikela labo abadinga imali, babizwa ngama {{registered credit provider}};6
Informal credit vs formal credit;Retention;MC;Isiphi isikhungo esenza {sho} ukuthi ababolekisi balandela imithetho?;{National Credit Regulator};{National Fairness Authority};{National Police Commission};{New Credit Authority};Ngokomthetho, ababolekisi bamele ukubhalisa ne {National Credit Regulator}({NCR}). Uma abakweletisi bengawulandeli umthetho, bebgaluza umumo wabo ekubeni yi {registered credit provider};12
Informal credit vs formal credit;Retention;Y/N;Ingabe i{National Credit Regulator}({NCR}) iyisikhungo sikahulumeni?;Yebo;Cha;;;{National Credit Regulator} iyisikhunga sikahulumeni esisebenzela ukuvikelwa nokunakekelwa kwamalungelo abantu abadinga usizo ngokwemali;13
Informal credit vs formal credit;Retention;MC;Ababolekisi ababhalisiwe ne {National Credit Regulator} babizwa ngokuthini?;{Registered credit provider};{Real credit providers};{Registered mashonisas};{Registered money loaners};e{South Africa}, ababolekisi abangama {registered credit provider} kanjengama {bank}, izitolo, nezindawo zokubolekisa, babhalisile ne {NCR}, futhi bavunyelwe ukubolekisa imali emthethweni;13
Informal credit vs formal credit;Application;T/F;i{National Credit Regulator} yenza isiqiniseko ukuthi abakweletisi balandela umthetho;Iqiniso;Amanga;;;Umsebenzi we {National Credit Regulator} ukwenza abakweletisi kanye nabantu ababoleka imali belandele umthetho we {National Credit Act} ka 2005;15
Informal credit vs formal credit;Application;T/F;i{NCR} ivikela umphakathi ekubolekeni imali okunganamqondo;Iqiniso;Amanga;;;{National Credit Regulator} iyisikhunga sikahulumeni esisebenzela ukuvikelwa nokunakekelwa kwamalungelo abantu abadinga usizo ngokwemali;18
Informal credit vs formal credit;Seed;MC;Ngokomthetho, kumele ube nani kuze ube umubolekisi wemali?;Ubhalise ne {NCR};Ube nemali eningi;Uthuse abantu;Ube nomusa;Uma kukhona umuntu othola imali ngokubolekisa imali ebuya nenzalo, kumele bebhalise ne {National Credit Regulator} {otherwise} basebenza ngokungemthetho;3
Informal credit vs formal credit;Retention;MC-AOTA;Iyiphi kulezinto ekuyindlela engemthetho yokwenza umuntu ekhokhe imali ayikweletayo?;Zonke ezibaliwe;Ukuthatha i{TV} yabo;Ukubathusa;Ukuthatha i{ID} yabo;Abakweletisi abasemthethweni ({registered credit providers}) abasebenzisi udlame nokuxhaphaza ukuqiniseka ukukhokha kwakho;9
Informal credit vs formal credit;Application;Y/N;Umkweletisi osemthethweni okuyi {registered credit provider} engayithatha yini i{ID} yakho?;Cha;Yebo;;;Ubuhle bokuboleka kumkweletisi womthetho ({registered credit provider}) ukuthi kunemithetho esho ukuthi bavumeleke ukukuphatha kanjani. Abavumelekile ukubambha i{ID} yakho ngisho ungakhokhanga kahle;10
Informal credit vs formal credit;Application;Y/N;Umkweletisi osemthethweni okuyi {registered credit provider} engakuxhaphaza yini akuthuse?;Cha;Yebo;;;Ubuhle bokuboleka kumkweletisi womthetho ({registered credit provider}) ukuthi kunemithetho esho ukuthi bavumeleke ukukuphatha kanjani. Abavumelekile ukukwethusa noma ukusebenzisa udlame;16
Informal credit vs formal credit;Application;Y/N;Umkweletisi osemthethweni ({registered credit provider}) engasakaza ukuthi kukhona isikweletu ongasikhokhanga na?;Cha;Yebo;;;Ubuhle bokuboleka kumkweletisi womthetho ({registered credit provider}) ukuthi kunemithetho esho ukuthi bavumeleke ukukuphatha kanjani. Akujwayelekile ukuthi abantu bazi ukuthi awukhoonanga ukukhokha;17
Informal credit vs formal credit;Application;MC;Iziphi kulezi {{ekungasiyo}} i{{registered credit provider}}?;Umashonisa;Ibhange elikhulu;Isitolo sezimpahla esikhulu;i{Network} yeselula;Ngokwencaso, omashonisa ababhiliswanga ne NCR. Lokhu kusho ukuthi abasebenzi ngokusemthethweni kwe {National Credit Regulator};19
Informal credit vs formal credit;Seed;MC;Iziphi kulezi ezichaza umashonisa?;Umkweletisi ungabhalisiwe ({unregistered});{Legal credit provider};{Registered credit provider};{Registered lender};Omashonisa benza imali ngokubolekisa izimali ezincane bengabhalisanga kuyi {National Credit Regulator};5
Informal credit vs formal credit;Retention;MC;Iliphi kulamatemu elizetshenziswa ngesilungu ukuchaza omashonisa;{Loan shark};{Loan fish};{Loan wolf};{Lone ranger};Igama {Loan shark} lisebenza ngesilungu endaweni yamashonisa. Liyigama elingelihle elichaza ukuthi umkweletisi uthatha i{advantage} emntwini ohluphekile;9
Informal credit vs formal credit;Retention;T/F;Isilinganiso senzalo ({interest rate}) komashonisa sijwayele ukuba nkulu kunalesi esibekwe ngumthetho;Iqiniso;Amanga;;;Omashonisa bafaka inzalo eningi esikweletini, phakathi kwa 30% no 50% wemali ebolekiwe. Lenzalo iningi kakhulu kunenzalo evela kubakweletisi abangama {registered credit provider} ababhalisile ne {NCR};10
Informal credit vs formal credit;Retention;MC;Ibaphi kwababaliwe abangakunika iplani lokukhokha uma kukhona imali ongayikhokhile?;i{Bank};Umashonisa;Indawo kokukweletisi imali yemoto;Umngani;Abakweletisi bomthetho bajwayele ukwenza iplani elisha lokukhokha kancane kancane uma kunemali ongayikhokhanga. Lokhu kubizwa nge {payment arrangement};11
Informal credit vs formal credit;Application;T/F;Omashonisa bajwayele ukulandela imithetho ebekwe yi {NCR} uma bekweletisa imali;Amanga;Iqiniso;;;Abanye omashonisa banozwelo, kodwa akunasiqiniseko sokuthi bazolandela umthetho ngoba akukho sikhungo esibabhekayo uma bengenzi kahle;16
Informal credit vs formal credit;Application;T/F;Igama {{Loan shark}} lijwayele ukusetshenziswa ukuchaza {{omashonisa}};Iqiniso;Amanga;;;Igama {loan shark} lisetshenziswa ukuchaza omashonisa kanjengabantu abathatha i{advantage} uma uhluphekile;17
Informal credit vs formal credit;Application;T/F;Abakweletisi bomthetho bajwayele ukufaka inzalo encane kunenzalo efakwa ngomashonisa;Iqiniso;Amanga;;;Abakweletisi bomthetho ({registered credit providers}) abafaki inzalo engeningi ngoba bavinjwe umthetho, kanti futhi bayabacwaningisisa abantu abafaka izicelo bese bebasayinisa ama {contract} omthetho;18
Informal credit vs formal credit;Application;Y/N;Ukuphula umthetho yini ukuboleka komashonisa?;Cha;Yebo;;;Akusikho ukuphula umthetho ukuthola umashonisa. Kodwa kungukuphula umthetho ukubolekisa imali uma ungumashonisa. Ngokuboleka komashonisa, uxhasa ibhizinisi eliphula umthetho;19
Informal credit vs formal credit;Application;Y/N;Omashonisa babhalisiwe yini ne {National Credit Regulator}?;Cha;Yebo;;;Omashonisa benza imali ngentela yokubolekisa imali bengabhalisile ne {National Credit Regulator}. Lokhu kusho ukuthi baphula umthetho;18
Informal credit vs formal credit;Application;MC;Ibaphi kwababaliwe abazokufakela inzalo eningi esikweletini ngokujwayelekile?;Umashonisa;i{Bank};Isitolo sezimpahla esikhulu;i{Network} ye {cellphone};Omashonisa bafaka inzalo eningi esikweletini, phakathi kwa 30% no 50% wemali ebolekiwe. Lenzalo iningi kakhulu kunenzalo evela kubakweletisi abangama {registered credit provider} ababhalisile ne {NCR};16
The cost of borrowing money;Seed;MC;Imali {{engaphezulu kwesikweletu}} okumele uyikhokhe uma uboleka imali ibizwa ngani?;Inzalo;Intela;Iholo;Izindleko;Inzalo imali oyikhokha ngaphezulu kwemali yesikweletu osithathile. Kahle kahle imali oyikhokhayo uma uboleka imali;6
The cost of borrowing money;Retention;T/F;Inzalo imali {{oyikhokha ngaphezulu}} kwemali yesikweletu semali oyibolekile;Iqiniso;Amanga;;;Inzalo imali oyikhokha ngaphezulu kwemali yesikweletu osithathile. Kahle kahle imali olikhokhayo uma uboleka imali;8
The cost of borrowing money;Retention;MC;Abakweletisi bayenza kanjani imali ekubolekiseni imali?;Ngokufaka inzalo;Ngokuba nelinye ibhizinisi;Ngokutshala imali yabo;Abatholi mali;Ungayibheka inzalo njenge nani lokuboleka imali ngoba imali oyikhokha ngaphezulu kwemali oyibolekile. Abakweletisi bayenza kanje imali;9
The cost of borrowing money;Retention;MC;Kokubaliwe, yini echaza inzalo yesikweletu kancono?;Inani lokuboleka imali;Inani lemfundo;Inani le {company};Inani lokusungula;Inzalo yenza ukuboleka kusebenzele umkweletisi nomkweleti. Umkweleti uyakwazi ukukhokhela izinto zakhe, umkweletisi wenza imali ngokubolekisa;9
The cost of borrowing money;Retention;MC-AOTA;Iziphi izinto ezingaba nentela kwezibaliwe?;Zonke ezibaliwe;i{Personal loan};i{Account} estolo sezimpahla;i{Credit card};Wonke umuntu osebenza ukubolekisa imali ufaka inzalo esikweletini. Inzalo inani lokuboleka imali;11
The cost of borrowing money;Retention;MC;Ijwayele ukubalwa kanjani inzalo?;Iba yi {percent} lesikweletu;Iba yimali ezimele;Ngendlela exakile;Akho nzalo la;Inzalo yingxenye yemali oyibolekile nge {percent}. Uma uboleka R5000 kumuntu ozoku {charger} 10%, uzokhokha R5500 (R5000 + R500);12
The cost of borrowing money;Retention;MC;Isilinganiso senzalo esikweletini saziwa ngani?;{Interest rate};{Interest number};{Tax rate};{Expense rate};Itemu {interest rate} lichaza isilinganiso senzalo esikweletini. Kusho ukuthi u 10% {p}/{a} uchaza ukuthi uzokhokha u 10% wesikweletu ngonyaka;14
The cost of borrowing money;Application;T/F;Inzalo esikweletini imali yokuboleka imali;Iqiniso;Amanga;;;Wonke umuntu osebenza ukubolekisa imali ufaka inzalo esikweletini. Inzalo inani lokuboleka imali;17
